Text,Rating,Sentiment
"Aneh banget, masa akun instagram saya ke suspend sendiri, mohon diperbaiki 🙏",3,Neutral
ga ngerti lagi kok bisa story ga bisa di post padahal jaringan bagus,3,Neutral
Tiap mau memasukkan musik di instastory kenapa lagu ngga ada yg muncul? Padahal sinyal full dan memory hp pun nggak bermasalah. Sudah bolak balik log out dan uninstal tetep aja nggak bisa muncul lagunya,2,Negative
waktu proses login ke akun kok harus verifikasi wajah knp nih tolong benerin gan aplikasi instagram nya,4,Positive
"Min, saran Tolong dimode hapus pesan langsung kasih tulisan ""hapus semua"" cape ngapusin satu satu, atau sekali hapus bisa diseret sampe limitnya biar ga repot",4,Positive
"sejauh ini cukup puas dengan Instagram. Tapi ada satu hal yang menjadi kesulitan saya, yaitu : saat mengetik, saya kesulitan saat ingin membuat space kosong antara paragraf. Aktualnya yang sekarang, akhirnya tulisan saya menjadi sebuah tulisan yang panjang, banyak kalimat dan tanpa paragraf. Tidak ada jeda kosong antar paragraf. Terlihat seperti kumpulan kalimat yang gemuk. Saya mohon Instagram bisa menjadikannya lebih mudah. Terima kasih.",3,Neutral
Udah di update tp fiturnya banyak yg ga muncul seperti comment dll. Padahal udah pake android 10 malahan. Tambah lagi ngeview ig story following kok kalo video selalu berubah warna jd keunguan????😕,1,Negative
Aplikasinya bagus gak ada masalah sedikit pun tetapi sayangnya untuk sistem android lama tidak ada fitur dark mode di instagram. Dan kalau bisa aplikasi instagram ini ukurannya di perkecil lagi karena terlalu banyak memakan ruang memori di hp.,5,Positive
"Awalnya aman"" aja semua fitur nya bagus, tapi semenjak 3 bulan yang lalu ada aja kendalanya, instatory yang di download ada watermark nya, instatory ngebug, sampe udah malas aja gitu sekarang, mohon diperbaiki lagi ya kendalanya, terimakasih 🤗",3,Neutral
"aplikasi yang banyak bug dan banyak masalah, seperti chat tiba"" hilang pada gak mengaktifkan mode hilang.Mohon segera diperbaiki lagi aplikasinya karena penting buat chating",2,Negative
"Tolonh diperbaiki. Saya pake 2 akun untuk aplikasi ini. tapi kenapa fiturnya berbeda. satunya storynya ngga bs ambil video dengan durasi panjang, tetapi akun lain bs. trs satunya storynya ngga bisa zoom out gambar, sdgkan akun lain bisa zoom out. sangat tidak nyaman",1,Negative
Explore nya gimana sih ketika kita ngefollow org kayak public figure gitu postingan nya kok gak muncul lagi di explore dalam bentuk postingan gambar. Padahal kalo nunggu postingan org tersebut lewat beranda malah gak muncul karena ketumpuk postingan orang lain yg kita follow juga. Harapannya untuk tab explore nya masih bisa menampilkan postingan terbaru ora yg kita follow,3,Neutral
"setiap komentar di ig oranglain sering menghilang sendiri, dibuka berulang fotonya baru ada komenannya, terus tadi juga feeds saya gak loading, awalnya saya pikir karena update, saya logout akun saya, lalu diupdate tp ternyata itu bukan karena update, dan saya sekarang tidak bisa masuk ke dalam aplikasinya, tolong perbaiki, padahal saya pakai wifi kok malah kesalahan jaringan",1,Negative
"Kecewa banget sama ig yang skarang,di ig sya, tidak ditampilkan pencarian galeri efeknya,padahal kan 50% orang juga main ig buat selvi pake efek ig, tpi skrang mah udah dihilangin galeri pencarian efeknya,terus gimna nyari efeknya dong? menganggu kenyamanan pengguna sih ini, sayang banget😭, ayo dong pihak ig tolong kembalikan lagi galeri pencarian efeknya.",1,Negative
Tolong makin lama update makin banyak bug ya? Mau bikin reals audio udah ada gak beberapa lama kemudian audio menjadi tidak dikenal. Klo emang gak bisa memakai audionya harusnya gak usah ditampilin dong!!!!!!! 😠😠😐 Masak postingan reals audionya dimute 😤😫,1,Negative
"Habis diupdatemalah tidak ada fitur reels nya.. Beda banget sama yang lama.. ggak enak banget lah pkok habis di update.. Saat pemilihan foto juga bermasalah, masak foto yg tampil cuma itu² ajaa dari atas sampai bawah pun sama",3,Neutral
"Halo instagram indonesia , kenapa setelah pembaruan kok malah jadi kurang nyaman ya , setiap caption atau berita di postingan selalu turun sendiri satu bait kan jadi enggak maksimal mau bacanya , kembalikan ke mode lama saja.",1,Negative
"Bagus, tolong tambahkan fitur untuk bisa mengedit foto yang sudah diupload, misal karena kualitasnya masih buruk diganti yang lebih baik lagi. Karena kalau dihapus maka komen dan like akan ikut hilang. Selama ini baru caption yang bisa diedit. Overall ok",5,Positive
Beberapa fitur seperti cutting video bermasalah.. setelah di cut di tengah.. saat berhasil di posting malah dari awal video lagi.. tolong perbaiki.. untuk memudahkan pengguna awam.. 🙏👎,3,Neutral
"Udah bagus. Rame dan seru juga disana, gak cepet bosen karena explore page selalu dipenuhi hal-hal menarik. Tapi kualitas postingannya agak kurang? Dan kalo buat PC adanya Instagram versi lama. Jadi ga bisa nge post insta story, kalo nge post palingan cuma bisa 1. Tolong di-update terutama buat yg PC.",2,Negative
Terima kasih untuk Aplikasi Meta dan Aplikasi Instagram yang sudah memberikan saya semangat untuk berkarya 🙏🏼👍🏼,5,Positive
"Stlh update terbaru, fiturnya jadi tidak user friendly. Utk add story harus ke profile dlu, selain itu biasanya bisa input link di story, skrg sudah tidak bisa.",2,Negative
"susah bgt buat tambah akun, atau buat akun baru, loadingnya kenapa jd lama bgt??!! udh di uninstal tetep lama, padhaal jaringan wifi /data full. kl gada perubahan, bintangnya bakal tetap 1, jika ada perubahan, akan saya ganti. so , i can't wait for it",1,Negative
"Tolong perbaiki di bagian pengaturan save foto asli, saya sudah menonaktifkan untuk simpan foto asli namun tetap saja ada double fotonya, itu sangat menggangu dan bikin penuh penyimpanan memori, tolong diperbaiki agar bisa tidak double postingan foto saya dan tidak lagi ke save di galery atau muncul di roll camera🙏",4,Positive
"Kenapa efek jedag jedug di hilangkan ,,tolong kembalikan ,,kami sangat senang dengan Ig karna efek"" tersebut",2,Negative
"makin di update makin gak jelas , filternya kenapa si woi kalo di pake ngeblur mana lama banget lagi baliknya , udah pake segala cara tutor tetep ga bisa , kadang juga kalo lagi ngelive tuh fidio temenku ga keliatan layarnya item , kadang juga aku yang ga keliatan. ini gimana sih ig , kok makin gak jelas , bukannya update jadi tambah bagus , eh malah tambah kek gini , BALIKIN IG YANG DULU PLIS LAAH😭🙏🏻",1,Negative
"ini kenapa deh filter instagramnya loading mulu? padahal jaringan lancar, penyimpanan masih banyak. cuma beberapa filter yang keunduh, filter yang ada stiker-stiker di muka gitu ga keunduh. udah uninstall terus install lagi, udah bersihin cache instagram masih juga ga ke unduh filter-filternya.",1,Negative
"Saya sangat tertarik dan merasa puas, teruslah untuk berinovasi",5,Positive
"Fitur untuk mengganti ""audio tidak tersedia"" dalam postingan yg sudah diposting hanya bisa untuk 1x mengganti padahal audio sering kali terhapus, tolong fitur untuk mengganti audio musik yang error dalam postingan yg sudah diposting bisa lebih dari 1x karna sangat menggangu.",1,Negative
"Instagram tolong jangan hapus archive story. Tolong berhenti membuat fitur baru yang tidak berguna dan tetap pertahankan fitur yabg ada sekarang. Padahal archive story adalah fitur keunggulan Instagram, sebagai pengguna Instagram saya akan merasa sangat kecewa jika itu dihilangkan.",2,Negative
Dear instagram. Per tanggal 21/2/2020 hingga kini setiap kali saya membuat igs dengan video filter aplikasi tiba-tiba terhenti dan keluar dengan sendirinya. Saya sudah coba unistal namun tetap tidak bisa. Ini kenapa ya ? Sangat menganggu. Saya sudah upgrade terus tapi tetap saja sama.,1,Negative
"Saya barusan saja update. Okelah fitur di story nya bertambah banyak, tapi kenapa pas saya mau masukan boomerang / vidio malah gak bisa.. Layar nya hitam semua.. Cuma bisa masukan foto. Dan kalau lihat vidio macet"" suara nya ada tapi gambar di vidio gak begerak.. Tolong dong demi kenyamanan bersama diperbaiki... Dan Tolong konsisten !!!!!!!!!",1,Negative
"instagram bagus dan representatif, mantaaap....",5,Positive
seru bet make Ig tuuh bisa sampe lupa waktu apalagi kalo lagi scroll,4,Positive
"tolong kembalikan fitur bisa melihat pemirsa walau lebih dari 24jam, fitur yang uda ada sudah bagus dan baik, jangan di hilang kan dan mengupgrade yang tidak terlalu penting karna berakibat kan terjadinya masalah masalah lainnya seperti lambat dan gangguan lainnya terimakasi mohon di perbaiki",1,Negative
"Sejak instagram update kok jadi aneh??? Padahal niatku mau posting video biasa aja, eh malah jadi reel. Gimana ceritanya??? Terpaksa aku upload pakai 2 slide supaya tulisan thumbnailnya gak ke-cut. Contoh: misalkan aja tulisan pas aku edit itu ""kurosaki"", pas giliran upload di thumbnailnya malah jadi ""osaki"". Itu yang jadi masalahku sekarang, sampai-sampai ada fanspage yang bilang harus upload dari galeri, pas udah di coba sama aja (tetap reel). Sampai sini paham kan developer??? WOI???",1,Negative
"Tolong bugnya diperbaiki sekarang ingin post dengan lagu indonesia tidak bisa :"") dan tidak bisa pilih lagu lagu yang diinginkan lagi semoga minggu ini instagram bisa kembali seperti semula bisa upload story dengan lagu lagu yang diinginkan 🙏",5,Positive
"Hallo sir, i'm from Indonesia Saran : Tolong tambahkan fitur simpan agar lebih gampang seperti simpan pada playlist makanan, playlist perjalanan, dan lainnya Di instagram sudah ada sih untuk membedakan tempat menyimpan video tapi bagi saya terlalu ribet atas susah",2,Negative
"Saya kasih bintang 5, tapi jangan hilangin arsip IG. Sayang banget kalau arsip IG ga ada. Saya yakin sekali, kalau Instagram membuat fitur seperti ini akan sepi peminat. Kami suka main Instagram karena ada arsipnya, jadi ga perlu simpan di galeri, di IG juga bisa. Buatlah fitur yang penting bukan krn fitur sesuai keinginan anda. Bikin lagu di catatan aja sebenant ga penting krn bisa bikin di story Instagram loh. Pokoknya jangan hilangin arsip Instagram yaaa nangis bgt klo sampe hilang🥹😭😭",5,Positive
aplikasi paling bagus dan menarik,5,Positive
"mau nanya, ini kenapa habis di-update malah efeknya gabisa dipake ya, tulisannya ""tidak bisa memuat efek"" padahal penyimpanan sy ga penuh udah dihapus dan instal ulang, saya juga merepet HP saya tp tetep gabisa muncul efeknya, ini bug atau hp saya yg bermasalah,mohon direspon🙏🏻",4,Positive
"bagus sih,tapi tolong fitur catatan postingan dibalikin lagi😭🙏",4,Positive
Kenapa sekarang nggak bisa nambahin filter ke video/foto dari hasil kamera bawaan hp??!!! Skrng harus videonya dari ig'nya langsung kalo mau dapat filter!! Menyebalkan!!! Tolong perbaiki lagi !!!,1,Negative
"Apaan dahh instagram sekarang???!! Makin di update makin banyak bug dah, ga jelas banget dah, masa mau ngelanjutin story orang lain tiba-tiba storynya nge freeze sendiri?! Nyesel update ga guna apaan dahh ga jelas bangett, tolong dong developer perbaik bug ini segera!! Karna ini sangat tidak nyaman bagi orang-orang yg mau skip2 story orang lain",1,Negative
"Instagram semakin berbenah mengikuti perkembangan trend.. cuma sayang dalam urusan upload video creator android cukup sulit mengupload video reels karena terkompres yg membuat kualitas video jadi buruk.. Belajarlah dari tiktok yg tidak melakukan kompres begitu besar, makanya creator video lebih suka ke tiktok.. maju terus Instagram",4,Positive
"saat mau post video untuk instastory,filternya tidak bisa digunakan,berkali kali saya tekan layar untk option filter ,tp ttp tdak bisa,bahkan filter yg terbaru jg tdk bisa muncul di pilihan filter hanya yg lama ini saya mau bukas buat insta story filter jg tdk bisa kebuka...",2,Negative
"Ini gimana ya, setiap mau bikin insta story hasilnha blank terus, kemaren udah nyoba unsinstal terus instal lagi hasilnya normal. Tapi waktu mau bikin insta story lagi hasilnya blank lagi. Masak iyaaa saya uninstal teeus instal lagi setiap bikin story kan repooooot",2,Negative
"Saya sangat dah update Instagram nya, tapi kenapa story saya jadi aneh atau berubah, saya tidak ada font terbaru di insta story, terus kalau video call, tidak ada efek, menurut saya lebih diperbagus lagi ya... terimakasih ☺️",2,Negative
"Terlalu Susah memposting video dengan lagu favorit, terutama untuk posting perihal game yg notabene asyik dimainkan dengan background song dari film aslinya, mohon di tinjau lagi aturan dalam upload video dengan lagu, user susah untuk menyesuaikan dengan kebijakan yg ada",2,Negative
"Kembalikan fitur IGtv untuk upload video diatas 60detik.. Setiap upload video selalu masuk menjadi reel, sedangkan video yang diupload tidak butuh utk dilihat publik, tapi hanya sebatas teman yang mengikuti saja... Sangat tidak nyaman jika semua video pribadi yg diupload dilihat publik/ oarang yang tidak dikenal... Kembalikan IG tv...",1,Negative
"Tolong di perbaiki sistem nya,khususnya instagram biasa ke instagram bisnis untuk lagu nya baku kali...dan tidak bisa request lagu yg di inginkan, Dan tolong juga dibuat kolom cara pembayaran iklan itu dilengkapin metode transfer...sebelumnya terima kasih",1,Negative
"Apaan nih, update berkali kali tapi tidak ada peningkatan malah penurunan. Kenapa fitur beberapa tangkapan nya nggak ada sih, loading nya lama lagi. Tolong diperbaiki dan tolong kembalikan fitur beberapa tangkapan, karena itu sangat sangat sangat berguna.",3,Neutral
"Instagram aplikasinya udah diperbarui terus malah tiap hari tapi tetep aja eror muluuu, loadingnyaaa lambat betul awalnya aku pikir paket datanya yg lemot, udah ganti pakai wifi, pakai paket yg kenceng tetep aja jalannya lemot. Bedaaaa bangeeet uyyyy",1,Negative
"Saya pengguna lama Instagram. sebelum instagram banyak fitur² baru, saya belum menemukan masalah. Tetapi setelah Instagram banyak fitur², setiap saya upload video hasil edit, hasil setelah di upload jadi patah² videonya. Tolong untuk pihak Instagram untuk memperbaiki masalah ini.",2,Negative
"Instagram kenapa mengupload video masih harus kotak² gitu bentuknya? 😭 padahal yg sebelum nya udah bagus gak harus ngedit² lagi. Tolong ya diperbaiki, jadi kurang nyaman ini kalo harus ngedit² video dulu tiap mau upload 😭",3,Neutral
"Masa udah 3x periode ganti HP, masih suka bug sih?? Jadi kalau lagi lihat feed video terkadang video nya suka tidak bergerak (freeze) tetapi suaranya tetap jalan. Tolong di fix lah ini, sangat mengganggu!",3,Neutral
Ini kenapa si apk Instagram dari kemarin ngebug mulu. Mau nambahkan akun aja ngebug sampai sekarang. Sampai uninstal apk IG dgn niat bisa normal lagi. Malah sekarang apk enggak bisa dibuka/whitescreen setelah instal ulang. Mohon segera diperbaiki,1,Negative
"aplikasi jelek, makin update malah makin nambah banyak bug nya. tolong segera diperbaiki, diantara bug yang ku dapat setelah update: saat mengganti foto profil tiba tiba keluar sendiri dan gabisa nyimpan foto dari story arsip. tolong penyimpanan saya masih terisa banyak jadi kalo misal storage penuh ya mustahil (dibaca dengan teliti lo ajg)",1,Negative
"Membal terus pas mo dibuka, intinya gagal terus gak mau login, langsung keluar lagi. Padahal baru diupgrade. Salahnya dmn sih ini, udh 3hari sejak diupgrade tetap membal terus. Kirain dlm 24jam udh bisa bagus lagi, eh nyatanya koq mengecewakan begini yaa..",1,Negative
"Salam, yang terhormat pihak instagram... Saya sangat menantikan fitur untuk mengembalikan reels yang terhapus pada feed. Karena ketidaksengajaan saya menghapus reels dari feed dan belum bisa dikembalikan lagi, saya sangat berharap untuk fitur tersebut segera diatas, terimakasih.",5,Positive
"Padahal dari dulu suka bgt pake instagram. Kok makin lama makin buruk yaa, sekarang musik nya gak bisa dipake, ada sih musik tapi musik barat yg sudah direkomendasikan. Kalo nyari musik sendiri tidak ditemukan. Jadi malas posting sesuatu di IG 😊",1,Negative
"Bintang 3 dulu yah, aplikasinya baguussss bangeett, berkat instagram aku jadi tahu banyak hal. Tapi baru baru ini pas mau upload foto, cuma proses terus ga kekirim kirim kayak perasaanku ke Dia, macet makanya ga kunjung terbalas, sedih ga tuh :(",3,Neutral
Aplikasi yang sangat saya kagumi karna dapat menyimpan aku menyalurkan dokumentasi dari masa ke masa namun akhir akhir ini entah kenapa seluruh akun saya tanpa alasan dibanned semua padahal saya tidak melanggar komunitas lebih banyak juga konten konten yang melanggar jadi intinya perbaiki cara mefilter pelanggaran karna itu sungguh merugikan kita jangan buat sistem merugikan kita,1,Negative
"Udah bagus aplikasinya,gaada bug apapun yang saya temui,saya pake instagram juga lancar² saja,tapi saya gak nyaman sama tampilan instagram yang tidak bisa fullscreen.Hanya itu saja keluhan dari saya,jadi mungkin update selanjutnya dapat diubah agar instagram bisa fullscreen disemua platform.⭐⭐⭐⭐⭐",5,Positive
"fitur feed tolong diperbaiki jadi 1:1 lagi, jelek banget memanjang gitu malah membesar fotonya di feed!!",1,Negative
Instagram error woi (web tidak tersedia)!,1,Negative
"Halo Instagram, Saya ga suka sama tampilan pembaruan feed nya. Apalagi kata kebanyakan orang itu keliatan kayak tiktok. Saya termasuk salah satu orang yang ga pakai tiktok, punya akun dan aplikasinya aja enggak. Jadi males banget kalo tampilan feed nya berasa kayak tiktok. Udah bagus ga berubah. Balikin lagi kayak sebelumnya.",3,Neutral
"Setelah update,saya tidak bisa mengatur waktu untuk story music. Kalau dulu bisa diatur 1-15 detik, ini di ig saya hanya stuck di 11 detik. Semisal di klik angka 11 nya, suara music malah mati. Semoga segera ada update yg dapat memperbaiki kendala tersebut",2,Negative
kenapa filter ig nya gk ada padahal aku udah update dan menghapus beberapa file file ku itu adalah kenangan demi ig aku hpus eh dah di update juga masih gk ada filternya klw sinyal dll nya full tpi ttp gk bisa nyesel deh kalo begini jadinya.... dan untuk teman teman yng bisa ngembaliin filternya tlng ksih tau ya soalnya sayang banget kalau tau mau gini ini mh kaya kamera biasa aja tlong dong developernya untuk memperbaiki ig nya soalnya aku butuh bnget......... aku nyesel klw gk ada filternya😡,1,Negative
Aplikasinya gimana yah sekarang kadang suka hilang foto yg di unggah,5,Positive
"Saya sangat menyukai Instagram,tapi mengapa akhir"" ini filter ig tidak muncul hanya loading terus, memuat beranda juga lumayan lama, saya sudah coba semua saran, tentang kekuatan jaringan, pembaruan apl Mohon diperbaiki",4,Positive
"saya dengan nama diatas merasa suka dengan aplikasi instagram ini tapitolong yah kenapa setiap aku habis membikin video kenapa lagu yang saya pakai kalu di simpan ngga ada suaranya ya,,,,, jdi,, tolong diperbaiki lebih teliti ya,,,,,, ''''''''",4,Positive
Simple namun tidak dapat menghasilkan uang... Ga ada guna cuma buat eksis² San saja,5,Positive
"Kembalikan versi IG ku yg terdahulu😭😭versi ig yg baru ini sering erorr dan lelet banget jaringan nya pdhl sinyalnya bagus aja, ku coba buka yt lancar baget, ehh setelah ku update ig nya auto error deh. Tolong kembalikan versi IG ku yg dhulu please!!!",1,Negative
"Awalnya bagus bagus aja, tpi kok tb tb lagu diig jadi lagu yg lama gitu ya? Bahkan lagu kpop or lagu yg lagi viralnya itu ga ada. Padahal awalnya ada lohh, pas aku chek buat nyari lagu lainnya tetep ga ada yg muncul lagu lagu yg ga jelas bgt. Tolong banget ini masa cuma akun clone ku doang yg ada lagu lainnya? Tlg segera diperbarui dong..",3,Neutral
"kenapa kalau aku liat konten video belum sempat jalan video terus udah aku scroll pasti nanti audio nya muter sendiri, padahal udah ganti postingan lain jadi audio nya tabrakan, dan semakain banyak liat video yang lain semakin banyak audionya tolong di perbaiki",1,Negative
Saya ingin menjelaskan bahwa saya ini kan adalah org yg suka ngedit video dan saya sangat kecewa karena mutar video kualitas videonya kurang bagus padahal kualitas videonya adalah 720p tetap jelek/buram tolong diperbaiki! Terimakasih,3,Neutral
Kenapa log out sendiri? Saya tidak log out. Perbaiki ini secepat mungkin,1,Negative
Bisa gak sih hapus fitur refresh sendiri waktu keluar bentar dari IG nya? Kayak gaguna anjirrrrrrr,1,Negative
"apk ny bagus tpi tdi ak masukin sandi ngga bisa padahal sandinya benar , tulisannya sandi salah padahal aku yakin itu benar , pas ak coba pake cara lain malah ngga bisa , udah masukin email , nomor telp , dan uda coba masukin sandi ttep ngga bisaaa",3,Neutral
"Aplikasinya awalnya bagus dan lancar-lancar aja tapi setelah di update,Jadi tidak bisa ngescroll reels.. Sekarang jadi ribet kalo mau liat reels ig dari orang-orang.Semoga reels nya bisa kaya dulu lagi.Terima Kasih..",2,Negative
pembaruan buat tampilan di beranda ataupun liat postingan di profil jadi semua seragam kaya nonton reels.. foto yg semula landscape jd potrait dan itu ganggu bgt. udh pake dark mode jd gaada bedanya sama yg mode biasa.. pakai dark mode biar mata ga trlalu silau malah tampilan postingan dibikin kaya gitu..,1,Negative
"ini aplikasi makan kuota banget, saran saya dikasih pilihan aja kayak di youtube mau pilih kualitas video yang mana, terus untuk foto juga dibuat gitu, jadi untuk yg sinyalnya lagi jelek atau kuotanya lagi sedikit bisa tetap lihat semua dgn mudah, kalo dipaksain kualitasnya harus bagus semua ya lama bangettt lah loadingnyaa😬😬😬",1,Negative
"Sekarang upload video di instagram menyebalkan, lebar video terpotong jadi gak full view, liatnya gk enak, kegunaan penyusut /pengecil video biar viewnya bisa full gak berfungsi, pakai aplikasi yg katanya bisa full in lebar video pun gak fungsi, , , sebelll😤😤😤😤😤😤😤",1,Negative
sangat menyenangkan bisa berbagi pengalaman dgn sesama,5,Positive
"Apa cuma akun gua aja atau apk instagram ini semakin lama semakin buruk ya, masalah yang pertama tidak bisa menandai lokasi di story yang gua buat, yang kedua mode gelap tiba-tiba tidak ada, yang ketiga setiap gua buat story yang dimasukan kata pasti suka ada ""kesalahan"" , meskipun jarang tapi itu agak mengganggu, yang keempat kalau upload foto atau video suka bermasalah, dan masih banyak lagi, mohon dari pihak admin tolong diperbaiki, walaupun gua ini bukan selebgram tapi itu sangat mengganggu!",1,Negative
"Saya pribadi tidak sependapat jika anda instagram memberitahu kami melalui kabar berita pada beranda bahwa anda bisa membaca semua pesan privat kami, semua chat, data browsing dan penjelajahan lainnya hasil mata mata anda beritahukan kembali pada kami sebagai pengguna. itu tidak baik",3,Neutral
"Makin kesini maikin kesana ya.. iklan & bug semakin banyak, semua musik tidak bisa disimpan/diunduh otomatis😪 semua reels diunduh tanpa musik, gimana ya.. jadi tambah kurang ok si😵‍💫",3,Neutral
"Tolong dong pihak Instagram, Instagram saya nggak bisa bikin story. Ku pikir penyimpanan nya penuh. Terus ku coba uninstall dan install lagi tapi malah Instagram versi yang dulu, filter ig juga ga ada. Buat story juga nggak bisa. Mohon di perbaiki ya. Thanks",1,Negative
"GA BISA LOGIN, MASUK KE APLIKASINYA AJA GA BISA SAMA SEKALI CIUH",1,Negative
"knp ya klo rekam video lwt story, itu suara hasil videonya gak jernih? kyk tenggelem gitu suaranya..gak kedengaran gitu.. pdhl sblm2 nya sblm diupdate jernih kok.. sy kira hp sy yg rusak, tpi sy rekam pake aplikasi kamera bawaan langsung, suara videonya jernih malah. ada yg sama dan tau itu knp? hp saya xiaomi redmi note 4",2,Negative
update yang diberikan adalah suatu penurunan kualitas dari yang sudah ada. jadi malah downgrade dan jelek semua fiturnya. males buka jadinya,1,Negative
"Saya beberapa Minggu yg lalu unistal, trs download lgi knp Gk bisa login ya layarnya full putihh. Pas pakai yg lite juga sama. Plis tolong diperbaiki bugnya :). Mending Gk ush diupdate deh klo Gk maju :(:) .Ya meskipun hp saya ramnya 2 tapi sebelum nya baik baik saja .bnyk sekali yg mengomentari tentang bug jadi tolong segera diperbaiki krna apk ini pnting bagi semua orng",2,Negative
"3 tahun pakek ig ,baru kali ini lagu nya full inggris itu pun gk jelas bgd , nyari lagu indo gk ditemukan gimana sih baru kali ini yang kek gini ,padahal akun yang satunya gk gitu lagu indo nya ada ,tolong diperbaiki ya pihak Instagram kalau lagunya bagus si kek di capcut2 itu masi bisa di buat story ,kalau lagunya gk jelas gimana yg mau buat story tolong diperbaiki ya🙏🙏",1,Negative
"Setelah update jadi buruk, profil jadi blank hitam, foto foto jadi ga bisa di lihat, edit profil ga bisa, malu sih sosmed besar tapi jadi minus kek begini, aplikasi yg sangat buruk ketika update, bahkan sangat sangat buruk.",1,Negative
Awalnya aplikasi ini membantu banget. Tolong dong diperbaiki setelah di update malah gabisa dibuka refresh apa aja gabisa tulisannya kesalahan koneksi pdahal jaringan bagus buat buka apk lain jg bisa. Tp buka IG gabisa. Ini kalo udh kaya gini disuruh uninstall apa gimana sih? Kasih penjelasan dong kenapa eror gini?,1,Negative
"Apa²an efek gw pada di hilangin pdhl aku uninstal aplikasi bukan akun tapi kenapa efek nya juga ikut ke hpus pdhl bru aku hpus 2x, hpus pertama aman filternya msih ada tapi knp kmarin ga ada? Bahkan cuman 1 efek yang di tinggalkan, pas cari filter nya lagi udh ga ada, makin kesini makin update makin banyak di hilangin, tolong perbaiki secepatnya, kembalikan filter yang aku punya di akunku",1,Negative
"Sebenernya love banget sama appnya, tapi kok buat gambar yg disimpan dibatesin ya, jadi dipotong setengah dari yang saya simpan. Dan buat gambar yg disukainya menjadi sedikit kok ya? Beberapa gambar yg dulu saya simpan hilang, dan cuman ada gambar terbaru. Itu kenapa ya?",4,Positive
Ig nya bgusss cmn setiap minggu gabisaa kebuka hrus apdet ini ig nya makinn rusakk deh tolonggg ya di perbaiki,3,Neutral
apk yang bagus untuk semua orang,5,Positive
"Instagram ini kenapa coba? Dulu perasaan kalo liat komenan dipostingan tuh musiknya mati kecuali itu reels, ini ditambah lagi sama auto scroll, masa lagi baca komen musiknya ganti terus karena auto scroll itu, iya emang bisa dimatiin manual musiknya, ya tapi keak kalo musiknya itu doang oke gitu, ini mah ganti-ganti karena auto scrollnya🥲",1,Negative
adain fitur simpan gambar ke telepon biar kaya threads ..,5,Positive
"Aplikasi bagus, boleh melihat cerita2 dan berita",5,Positive
"Ini kenapa ya jadi ga bisa aplikasi ig nya. Nge blank putih aja. Udah coba di update, udah di apus chace nya tapi tetep ga kebuka tampilannya ig nya. Udah cari info juga di ytb tetep gabisa. Untuk sementara kasi bintang 1 dulu ya, nanti kalo aku bisa pake aplikasinya lagi ulasannya jadi bintang 5.",5,Positive
"Gak nyaman banget sama instagram sekarang, masa beranda gak muncul terus followers tiba² turun drastis padahal gak jelas letak kesalahannya dimana🙄🙄. Yang muncul hanya beranda diri sendiri. Perbaiki lagi dong performa instagramnya ntar aku kasih bintang 5 kalok benar-benar udah bagus seperti dulu",3,Neutral
"gabisa gabisa kenapa arsip story ilang separuh woy, itu kan moment terpenting dalam hidup, terus kenapa lagi foto yg ada musiknya, di arsip itu musiknya tidak tersedia!! jadi males sekarang bikin story di Instagram, percuma nyimpen moment berharga, tapi ujung²nya ilang juga tuh foto:(",2,Negative
"gajelas banget masa apa"" update, terus kalo mau buka ig kadang gabisa dibuka klo gaada notif, masa iya harus banget mencet notif pas buka ig, kadang pas udh mencet notif jg masi ga masuk, tolong diperbaiki bug nya ya, banyak sekali bug di ig, bagusan server dulu dibandingkan sekarang, pelayanannya kurang baik, bahkan tidak cukup baik, sangat"" mengecewakan..",2,Negative
"Saya sangat rekomendasi untuk semua orang menggunakan aplikasi Instagram, karena banyak sekali manfaat yang kita dapatkan jika kita bisa mengontrol fitur2 keren yang ada. Apalagi hasil foto dan video nya juga berkualitas, keren dah pokoknya, wajib download.",5,Positive
"Aplikasi nya bagus banget,bisa berkarya , punya banyak followers ,teman online wahh the best bngtt, dan juga filter filternya nge bantu bangt, dan bisa bikin filter juga wahh bagusssss banget dah saya suka, dari Instagram ini saya bisa dapat uang, dapat endorse endorse gituuu bisa ber puluh puluh juta, siapa sih yang bilang aplikasi ini jelek dia nya aja gak bisa guna'in dan tak bisa memanfaatkan apk ini, selalu update tarus ya sampai super duper the best , berjaya lahh",5,Positive
"Min tolong di perbaiki dong, masak setelah update malah penulusuran malah gak bisa di scrol ke bawah video""nya knapa kalu😒😒 kan jadi bete tolong di perbaiki secepatnya, klo gak percaya buka aja sendiri yang versi terbaru, buka gambar yang kaca pembesar trus klik salah satu, nah bawahnya gak ada video keg biasanya, malah bacaan mw menulusuri video seperti ini😒😒 di klik gak bisa perbaiki ya👌",5,Positive
"Kenapa saya mau post foto bisa nge lag aja,, kadang susah, mau di edit dulu tau-tau langsung keluar aja.. Harus ulang2 mau posting.. Dan mau coba pake filter2 baru di insta story selalu ga bisa. Coba perbaiki lagi.",4,Positive
