content,score,label_sentiment
"sumpah, ini ig kenapa sih? tiap mau ganti foto sorotan memuatnya lama banget. padahal udah di update bolak balik. sinyal juga bagus banget!!! wey! tolong ini diperbaiki. sumpah sering sebel sama cuman gara"" ini.",1,Negative
busuk,1,Negative
😁,5,Positive
😎👍👍,5,Positive
sangat bagus 👍,4,Positive
Instagram banyak banget aturan salah dikit omongan kena banned akhhhh,4,Positive
good,5,Positive
aturan-aturan yang gak jelas,1,Negative
"apalahh ig tuhh gak bagus njir postingannya jelek dan gak menarik full meme doang yg bikin ngakak sampe sakit perut selebihnya akun"" yg pemiliknya suka bertengkar gini mah bagusan apk sebelah",2,Negative
semakin menyenangkan...,5,Positive
mantap,5,Positive
di update jd gabisa repost,1,Negative
👍,5,Positive
fiturnya cakep bangettt,5,Positive
gimana ceritanya nih dah di download malah gak bisa di buka?,5,Positive
sekarang jadi lemot,2,Negative
luar biasa,4,Positive
👍,5,Positive
efeknya bagus banget aku suka sekali banyak yang efeknya bagus bagus,5,Positive
sangat menyenangkan dan terjaminn.yang terpenting adalah kita bisa bercerita di sosmed media di Instagram 😚😚☺️,5,Positive
punya saya kenapa ga bisa di buka tolong dong kenapa jaringan bagus pun kenapa gak bisa di buka,1,Negative
baguss,5,Positive
bagus banget aku suka ❤,5,Positive
algoritma nya bisa masuk di aku,5,Positive
best,5,Positive
ngelag,3,Neutral
baguss,5,Positive
gk bisa dibuka apknya,1,Negative
ga jelas masa tiba' akun aku di nonaktifkan permanen si?,1,Negative
"halo, disini ada ga ya akun nya ditangguhkan dari instagram dan hampir seluruh akun saya begitu, padahal tdk pernah melakukan kejahatan dan tindakan mencurigakan apapun di instagram dan saya sudah mengajukan banding, tolong instagram saya sudah cape mengurus ini !!! saya sangat suka sekali instagram tapi tidak setelah mendapatkan perlakuan seperti ini !!!",1,Negative
aku enggak bisa masuk hp ku hp realme tapi enggak bisa,2,Negative
mantep,4,Positive
good job,5,Positive
jangan ngelek lagi jirrrrr 🌷💝🌷🫦😱🦩😱🩷🌷🌝,5,Positive
temen saya punya instagram buat nonton bkp,5,Positive
mantap dan bagus bgt,4,Positive
sangat puas banget,4,Positive
"tidak bisa login padahal username dan pasword nya benar. aneh bgt masa harus login pake chrome, udah hapus data memori tetap aja ga bisaa. tolong di tindak lanjutin dong. masalah serius bgt ini. udah 3 minggu ga main ig",1,Negative
bagus dan menguasakan😁,5,Positive
👍👍👍,4,Positive
Mantap,5,Positive
ᴛɪᴅᴀᴋ ʙɪsᴀ ʟɪᴠᴇ,5,Positive
keren,5,Positive
tolong tingkatkan lagi kualitas postingan,4,Positive
andalan,5,Positive
kenapa kalau di pencet mati,5,Positive
keren aplikasinya,5,Positive
"Seruu bisa ngeposting vidio keren kita dan ramai yang suka, Alhamdulillah",5,Positive
"buka gimana"" tapi setiap buka Instagram mesti harus di kasih pertanyaan apakah anda robot?plis lah udah 1 jam an ngga bisa bisa katane ada perilaku tidak baik",3,Neutral
blokir pengguna yang memposting foto 18+,5,Positive
"saya tidak sengaja menguninstal aplikasi ini karena layar masih online namun di taruh ke saku, saat mencoba instal kembali lalu relog, tidak bisa taruh password, saat ingin mengubah password pun email dan nomer tidak bisa dipakai, 'ada masalah' dan itu terus berulang. mohon tanggapannya.",2,Negative
sangat bagus,5,Positive
👍🏻👍🏻,5,Positive
mantap,5,Positive
halo kenapa saya tidak bisa boost Instagram hari ini? apakah ada error?,1,Negative
lemot,2,Negative
JELEK CRASH MULU BANYAK BUG ISINYA BKP SEMUA LAGII,1,Negative
"s bgs mar dpe efek oh tuhan, bkin efek kyk tiktok pny bgs kang",5,Positive
"Instagram aku sudah update instal ulang tapi fitur lagu di bio Ig gak ada dan lagu lama gk bisa hapus, terus fitur catatan untuk pengikut juga gk bisa liat..gimana nih",1,Negative
atraktif inovatif,5,Positive
semenjak ada fitur baru jadi susauh buat berbisnis akun bisnis saya jadi aku privat,1,Negative
bagus bangetttttttttt,5,Positive
menyenangkan pengalaman bersama instagram,5,Positive
"sekarang banyak bug ya, tolong di perbaiki",5,Positive
saya bagus,5,Positive
bagus,5,Positive
"Uy, gj",5,Positive
Sangat bagus,5,Positive
SEKARANG LEMOT YA LUH😡,1,Negative
sangat bagus,5,Positive
akun ditangguhkan lagi untuk kesekian kalinya,1,Negative
baru mulai,5,Positive
sangat bagus,1,Negative
msh pemula,4,Positive
suka tiba-tiba ada akun masuk padahal akun sudah di kunci tidak di publik dan sudah kena hack 3x,3,Neutral
kembalikan JJ ig nyaa,5,Positive
seru banget,5,Positive
ok,5,Positive
nyaman digunakan sesuai kebutuhan lancarrr jayaa👍,5,Positive
bagus,5,Positive
bagus,4,Positive
bagus lancar cr moneytisasinya gmn,5,Positive
oke,5,Positive
keren sekali isntagram,5,Positive
"udah umur 19 tahun masih aja dibatasi , trus mau nambahi konfir ke ortu aja gak bisa",3,Neutral
terbaik👍,5,Positive
sangat bagus,5,Positive
"udh bagus cuma kembalikan notes nya pls, min tolong itu instagram kenapa ya? kenapa pesan nya tidak tersedia?",5,Positive
kenapa error trus . udah uninstal tetep aj ga bisa kebuka ....,1,Negative
"kenapa makin kesini makin banyak ngebugnya min, mohon perbaikannya🙏🏻",5,Positive
"aplikasi yang selama ini saya gunakan untuk menyimpan berbagai momen saya dengan pasangan,suport selalu.",5,Positive
"fitur translate di kolom komentarnya benerin atuh, update aja terus tapi bagian itu nggak dibenerin 🗿",1,Negative
okeyyy banget,5,Positive
"pliss gimna niiii aku mo ngepost ini kok ga bisa banyak2 ya?? kenapa niii setiap di post pasti ada tulisan ""kesalahan"" tolong dong min. tanggapin pesen ku ini, udh ku update jga tpi msi bgtu..",1,Negative
Good,5,Positive
"ahh gak terima aku filter nya banyak bgt yang hilang , coba dong di kembaliin lagi padahal instagram tuh apk yang aku bener bener suka tapj sekarang filter nya malah pada hilang :(",4,Positive
mantap,5,Positive
bagus banget,5,Positive
kerennn,5,Positive
Punya saya kok gak ada lagu nya yah saya beri bintang satu dulu yah,5,Positive
bagusss bangettt,5,Positive
#indonesia aplikasi 5 besar terbaik sangat membantu,5,Positive
sangat bagus,5,Positive
mantap nyoooo,5,Positive
good,5,Positive
"apasih tiba tiba akun ku ke privat gara gara batasan usia, apalah udh follower punya saya nya bnyk malah di jadiin privat permanen, gaje",1,Negative
aplikasi yang sangat bagus..,5,Positive
lumayan,5,Positive
asik,4,Positive
ini gimana kok bisa ke log out semua akunnya mana sandi salah padahal benerrr,3,Neutral
sangat bagus dan menarik,5,Positive
ok,5,Positive
bugus dan simple bangat buat promosi,5,Positive
"perlu fitur kemudahan deh, kya di tiap akun ada fitur pencaharian kaya yg punya akun tp khusus jualan kita bisa cari barang yg kita mau gitu u/ memastikan di toko itu ready gak barang nya. dri pd capek2 scroll gk nemu / kelewat ngulang lagi dri awal. gitu",1,Negative
sangat suka aplikasi..,5,Positive
"baru mau coba,klo aplikasi nya bagus baru tambah bintang nya",2,Negative
fitur makin gjelas. klo bisa ngasi bintang nol lebih bgus sih bintang stu gk cocok bngt.,1,Negative
bagus,5,Positive
sukaaa bangett,5,Positive
Aplikasi gaje ga bisa vc layar item,4,Positive
"wehhh ini kenapa buka sg leg bgt, tolong dong di perbaikin keselll banget",1,Negative
"saya senang sekali menggunakan instagram... karena sangat mudah dan banyak memberikan manfaatkan, serta pengetahuan dari berbagai bidang... instagram is the best 👍👍👍💕",5,Positive
bagus,5,Positive
😍,5,Positive
😪😪😪,4,Positive
"entah kenapa sudah 1 minggu dan fitur notes di igku ilang, aku kira awalnya karena bug, tapi sudah coba di install ulang dan hapus data ternyata sama aja, tolong bantuannya min",3,Neutral
bagus,5,Positive
👍,5,Positive
balikin fitur catatan rells ........,1,Negative
ok👍👍👍👍👍👍👍👍👍👍👍👍⛈️,5,Positive
Keren,5,Positive
GG harapan kita,5,Positive
"social media yang sangat buruk ,tiba2 akun saya di tangguhkan padahal saya baru bikin akun Instagram untuk memposting momen2 saya di akun instagram malah akun Instagram saya di tangguhkan oleh pihak Instagram, saya sangat kecewa besar dengan aplikasi ini!!!!!",1,Negative
Bagus,5,Positive
ko akun saya ke band Mulu pdahal ga menjalankan hal hal yang negatif,1,Negative
aplikasinya bagus banget mb nya kecil jadi bisa untuk hp sekecil apapun,5,Positive
"bagus siiii,cumaa kenapa yaa setiap mau login ke akun lama kata sandi nya bener malah salah terus",4,Positive
Semoga Instagram Bisa Berkembang Lagi & Semakin Sempurna Untuk Aplikasinya 🙏,4,Positive
apk bagus,5,Positive
"Instagram adalah aplikasi yang bagus untuk sharing hal hal kecil, berbagi pengalaman dan bercerita, ini adalah tempat yang nyaman untuk melepaskan diri dari dunia penuh topeng",5,Positive
mantap makin kesini makin keren aje,5,Positive
I like apkk this is a kerenn,5,Positive
tiba tiba tidak bisa masuk Instagram gatau kenapa sebab nya,1,Negative
mantappp,5,Positive
sangatlah membantu,5,Positive
"aplikasi gak guna, udh download ulang tetep gabisa dibuka. padahal jaringan lancar, hp gak ada masalah. tapi setiap mau login malah keluar²an terus, bener² gabisa dibuka. udh coba uninstall 3x tapi tetep gabisa digunain. haduhh",1,Negative
ok,5,Positive
dikuasai penguasa,1,Negative
aku suka memakai Instagram foto dan video yang ku posting banyak yang tonton dan film film di Instagram sangat menyenangkan bukan cuman itu filter Instagram juga cantik dan sangat menarik begitu juga dengan fitur fitur Instagram lain nya yang sangat seruuuuu!!!!!!!!!!,5,Positive
saya tida bisa mengunakan stiker dan sya tida bisa mengunakan laguu,3,Neutral
luar biasa,5,Positive
good,5,Positive
Good,5,Positive
aplikasi ini sangat keren karna kita bisa melihat video apa saja di sini saya sangat suka dan mb nya juga kecil jadi tidak memenuhi memori saya sangat suka,5,Positive
platform sosial media yang enak digunakan daan simple untuk kebutuhan bisnis atau usaha,5,Positive
"apaan nih,masa tiap kali di buka hp langsung restart sendiri 🤣🤣🤣🤣",1,Negative
masih banyak sekali bug,2,Negative
"Tuk hiburan oke , isi waktu luang jg nambah teman 👍",5,Positive
good,5,Positive
bagus,5,Positive
berkomunikasi dengan orang yg kita tidak knl dan menambah pertemanan dengan cepat di apk ini,3,Neutral
blok fitur penting malah di ilangin,2,Negative
"tolong perbaiki lagi, banyak kesalahan saat login padahal kata sandi dan email sudah benar",1,Negative
jlk saat vc kamera ngebut mati sendiri lalu saat di hidupkan kamera ngefreez,2,Negative
bagus sekali,5,Positive
like,5,Positive
Banyak iklan JUDOL HARAM,1,Negative
"kenapa hasil dri Boomerang nya ngezoom yaa? padahal ga saya zoom. tpi hasil nya mlh ngezoom, itu gmn ya solusi nya?. padahal mau di pke buat bikin video Boomerang. mlh hasil nya ngezoom, jdinya gajadi bikin video nya deh. masa hasil nya ngezoom begitu sii",4,Positive
bagus,5,Positive
bagus,5,Positive
lumayan bagus,5,Positive
The best,5,Positive
disini saya mendapat kan kenyamanan,5,Positive
sejauh ini Instagram masih yang terbaik,5,Positive
sementara ok,3,Neutral
sangat memuaskan,5,Positive
tingkatkan kualitas dan kuantitas dan layanannya,5,Positive
Sangat berguna untuk Branding yg kita mau.,5,Positive
Keren,5,Positive
Jan mantapppppppppppp,5,Positive
good,5,Positive
ngak berguna,1,Negative
seru,5,Positive
akun saya tidak bisa untuk mencari filter yang saya ingin kan,1,Negative
ok,5,Positive
jelek,1,Negative
"Tidak bisa memuat ulang kabar berita, tidak bisa upload foto ataupun video, tidak bisa cari, tidak bisa semua. Kalo seperti ini terus lebih baik aku uninstal aja, dan kembali pada twitter.",5,Positive
apaan sih ganggu banget iklan slot slot nya coba di ilangin lah anjir risih woi,1,Negative
mantaf bahhhhh,5,Positive
semoga makin mantap,5,Positive
bagus,5,Positive
mantaaffff,5,Positive
buaagussss bangett,5,Positive
"Parah gk adil, masa di gua kgk bisa ubah background pas mau replay story",2,Negative
Instagram tolong lahh kmaren akun saya ke band trus saya bikin lgii ngga lama ke band lgii udh 2kali saya kyagitu tolong lahh perbaiki bug nya ini aplikasi udahh gede lohh buruk amat yaa,1,Negative
bagus,5,Positive
sangat memuaskan,5,Positive
"bagus sih, gak nyesel download insta",4,Positive
okee,5,Positive
sorry jelekk banget sekarangg,1,Negative
saya suka bermain instagram,5,Positive
"mengapa ketika saya membuka apk langsung kembali ke beranda handphone dan bertuliskan ""pengecualian waktu pengoperasian 'Instagram' mengalami macet""",3,Neutral
aneh tiap hari akun dibatasi terus,1,Negative
KEMBALIKAN FEED IG KE 1.1,2,Negative
mohon di perbaiki padahal jaringan bagus dan volume hp sudah di kasih keras tpi pas di tekan suaranya di ig gk kedengaran suara nya pas nonton story jga GK ad suara nya dan GK gerak video nya di reels nya jga gitu bagaimana ini mohon di perbaiki error nya,2,Negative
seru dan terpercaya,5,Positive
Upload foto ko gk nong di timeline knpa ya? Gk ada support instagram apa ya?,4,Positive
sangat bagus Sekalii Aplikasi Instagram Ini minghibur,5,Positive
saya suka,5,Positive
bagusss bangettt,5,Positive
INSTAGRAM Memang flatporm yang sangat terbaik juga bawaan nya Meluas bisa bantu posting/edit foto-video dll,5,Positive
"Kenapa sekarang setelah diupdate saat ingin melakukan komentar dipostingan, tampilan komentarnya terhalangi atau ketutup papan keyboard",2,Negative
bagus apk nya,5,Positive
oke 👍,5,Positive
wahh inii sangttt lahh keren👍,5,Positive
luar biasa,5,Positive
the best,5,Positive
mantap mark,5,Positive
kenapa fitur notes yg diobrolan hilang? knp cmn disaya?,5,Positive
mantap,5,Positive
"isinya orang pacaran doang, jadi males main ig",1,Negative
"saya tidak bisa login didevice ini tetapi bisa login didevice lain,saya tidak tahu permasalahannya apa,saya rasa device saya diban untuk login,mohon solusinya",1,Negative
mengalami bug aku gak bisa pasang lagu di chat atau gak bisa melihat punya orang lain,5,Positive
coba di perbaiki,4,Positive
banyak tobrut wooy,5,Positive
👍👍,5,Positive
tidak jadi meng uninstal,2,Negative
sangat bagusss,5,Positive
gabisa di instal,1,Negative
akunnya lumayan,5,Positive
ok,5,Positive
Menyenangkan bisa melihat dunia luar dengan mudah.Terima kasih instagram,5,Positive
tapi kurang seru kalau ga bisa offline,5,Positive
aplikasi ini tidak bagus 👎,1,Negative
Mantab Gan,5,Positive
"kenapa sih susah bgt mau ganti fotto profil sorotan aja, muter² terus ga keganti² itu fotto. kesel 🥲",3,Neutral
Sering ngebug ketika mau ngetag dan repost. Tolong segera perbaiki. Jaringan baru isi kuota dan full sinyal masa bisa ngebug?,5,Positive
guud,5,Positive
👍🏻,4,Positive
ok,5,Positive
👎🏻👎🏻👎🏻,5,Positive
pliss kasii fitur strike kayk di tiktok 🙇‍♀️,4,Positive
sangat bagussss🥰,5,Positive
bagus,5,Positive
luar biasa,5,Positive
sangat bagus,4,Positive
bagusss bangetttt,5,Positive
B aja,3,Neutral
kerennn abisss👍👍👍😁,5,Positive
"logaritma-nya aneh apalagi pas hari libur, kayak kena shadow ban, yang lihat story jadi dikit banget",1,Negative
sangat utcellong,5,Positive
bagusss saya menyukai nyaa love instagram,5,Positive
satu kata naice,5,Positive
bagus sekali,5,Positive
"apaan bgt, catatan di ig sering tiba"" hilang, dan ga bisa muncul lagi, cape harus download ulang trus""an",2,Negative
bgus,5,Positive
"tolong update yaa,biar kita tau siapa yang unfoll kita",4,Positive
bgus,5,Positive
ig ngebug mulu ajg,3,Neutral
❤️,5,Positive
Gabisa follow orang,1,Negative
keren dan sukses selalu,4,Positive
jozzzz,5,Positive
kereeen,5,Positive
"catatan di atas pesan tiba"" menghilang padahal ga di apa"" in😭😭",2,Negative
bagus lumayan,2,Negative
drama box keren,5,Positive
"bagus bgt,tapi maaf aku kasih bintang 4 soal nya suka tiba-tiba ngeleg gitu,tapi gak papa bagus kok🥰",4,Positive
karnah aplikasih ini sangat bagus dan saya butuh banget aplikasih ini terimah kasih yaa....,5,Positive
selalu ada bug,3,Neutral
Mantaaap 😘,5,Positive
Apk Pembungkam!!,1,Negative
pliss balikinnn filternya 😔,2,Negative
"IG kok makin ribet sih,mau menambah temen jadi susah banget.",1,Negative
sering banget eror😔😔,2,Negative
mengesankan sekali,5,Positive
Lagu di Ig gw jelek semua bjirr kebanyakan lagu india,3,Neutral
baguss,5,Positive
bad feature,1,Negative
bagus sekali aku senang 😘😘😘,5,Positive
💓💓,5,Positive
👍,5,Positive
saya suka membuka Instagram,5,Positive
aku sangat banggq,3,Neutral
senang .,5,Positive
the best,5,Positive
ig sedang perbaikan kah,5,Positive
mantab,5,Positive
"Kenapa fitur² terbaru seperti bingkai dll nggak ada?, sudah saya update terus loh. Dulu juga fitur tag profile juga nggak ada. Apa hp saya yg bikin jadi nggak ada itu fitur²nya?, padahal tampilannya selalu baru setiap habis di update. Filter² yg sudah saya simpan juga hilang semua. Ini murni karena bug apa gimana?",4,Positive
"ko gabisa buat akun lagi ya kolo 1 akun udah di tangguhkan, tapi akun yg lain ga di tangguhkan",2,Negative
so good,5,Positive
apalah tiba tiba banget buka sendiri padahal ga mencet,1,Negative
kenapa catatan ig saya menghilang?,5,Positive
sayaaa sebagai pengguna Instagram sangat bersyukur karena banyak pengalaman yang di dapat dari Instagram,5,Positive
good,5,Positive
bagus,5,Positive
banyak fitur dan mudah akses,5,Positive
bagus mantap,4,Positive
nice,5,Positive
INSTAGRAM APK NYA BAGUS,5,Positive
Instagram adalah aplikasi yang seru dan asik aku memberi bintang lima,5,Positive
sangat 😎👍,5,Positive
sangat membantu,5,Positive
baguss,5,Positive
Instagram sekarang malah ga keliatan like nya ada brapa... sangat membosankan kalo begini ga bisa lihat like video orang ada brapa. tolong dong di perbaiki,1,Negative
aku senang sekali bisa mendownload Instagram,5,Positive
sangat bgsss,5,Positive
"Saya tidak bisa menggugah cerita. Sudah saya laporkan berkali-kali, tetapi tetap saja tidak bisa menggugah cerita",1,Negative
rasio poastingannya jangan jadi 4:5 kocak!,3,Neutral
bagus banget,5,Positive
💥💥💥💥,4,Positive
bagus banget,5,Positive
mantap,5,Positive
Payah skrg kbykan sensor nya...,5,Positive
bagus sekali aplikasinya,5,Positive
"seru, asik dan menyenangkan",5,Positive
mantab,5,Positive
enm,5,Positive
"Tolong dong kembalikan filter yang sudah disimpan, sayang banget kalau filter yang sudah disimpan hilang, balikin filter yang sudah disimpan plisss 🙏🙏",5,Positive
tergantung pemakaian kalo untuk kebaikan dan positif akan mendapat pahala sebaliknya kalo untuk maksiat dan negatif akan mendapat dosa ☺️☺️,5,Positive
Senang Makai aplikasinya,5,Positive
bagusssssssssss bgtttt dongssss,5,Positive
untuk berselvi dan vidio instagram cocok untuk berselvi mengunakan filter supaya terlihat cantik,5,Positive
kenapa harus verifikasi dari wa sedang kan no wa saya yang lama sudah hilang gimana cara login nya astaga,1,Negative
bug catatan nya ilang sndiri,4,Positive
"perasaan kemaren"" udh di perbarui ini Sruh perbarui lagi",1,Negative
good,5,Positive
good,5,Positive
bagus syekalii,5,Positive
bagusss,5,Positive
"Dari dulu saya bermain Instagram,piks kata gw Kren si. Cuma minusnya kuota nya boros. Terima kasih.",5,Positive
bgusss skli no,5,Positive
catatan sya menghilang teruss!! tolong perbaiki!!!,2,Negative
"Bagusan versi lama, suka nutup sendiri aplikasinya, play videonya jg buffering 👎",4,Positive
bagus,5,Positive
baik,4,Positive
good rekomended,5,Positive
cukup okyy,4,Positive
"aplikasi medsos yang paling engga niat, lupa pasword dan 2nd factor verification diarahkan ke pemulihan akun, face detection udah hampir 15 kali ga bisa-bisa, ini investasi keuntungan ga kearah development yah? its such a rubbish",1,Negative
bagus banget,5,Positive
good,5,Positive
👍,5,Positive
harus punya akun,1,Negative
Instagram sekarang suka nge bug apalgi ketika ada update terbaru fitur translate nanya gak jelas,1,Negative
aplikasi ini sangat bagus tapi jj nya sudah tdk ada aku mohon jj nya di kembalikan syaa ratting 5 bintang,5,Positive
fitur note di rells kok gak ada lagi? why???,3,Neutral
Bagus,4,Positive
sangat bermanfaat,5,Positive
keren,5,Positive
"Mohon perusahan ig untuk mengganti rasio post an foto menjadi 1:1, jika sudah di kembalikan saya akan memberikan rating 5. Terimakasih",1,Negative
catatan ig ku kok ilang,1,Negative
Standar ganda,4,Positive
coba dulu dah,5,Positive
"instagram saya tiba-tiba tidak bisa login, Tiba-tiba keluar minta kode verifikasi, padahal nomor HP masih aktif dan email masih aktif, tapi kode Verifikasi tidak masuk-masuk, setelah itu bisa ganti kata sandi tapi tetap tidak bisa login, tolong solusi nya pihak instagram",1,Negative
keren,5,Positive
bagus sekali,5,Positive
bagus aja sih 😭😭😭😭,5,Positive
"apaan masa catetan yang biasanya ada diatas dm gua ilang, gmn sih??? pdhl di hp tmn tmn gue ada",1,Negative
Good,5,Positive
bagos,5,Positive
CATATAN NYA MANA KOK GA NAMPAK LAGI?,2,Negative
aku mau buat akun kok gak bisah ada tulisan halaman saat ini tidak tersedia apl apa ini👎,1,Negative
Kalo mau iklan sering lemot server,5,Positive
buat mencari pacar 😁😁,4,Positive
cakep,5,Positive
bagus,5,Positive
YEAHHH,5,Positive
lumayan,4,Positive
tolong diperbaiki dengan baik biar sama,5,Positive
cuman comen emot doang lu pl.. 🐷,1,Negative
Bintang lima deh pokok nya,5,Positive
good,4,Positive
lemot,1,Negative
kata aku mah yaa ini apk bagus bgtt coy seru aja gitu serba bisa apalagi ad gabutt topp deh pokoknya,5,Positive
share reels ke story tidak sampai selesai,3,Neutral
Apk gak berguna 👎,1,Negative
baguss,5,Positive
mantap,5,Positive
kenapa di akun saya tidak memiliki fitur notes?,4,Positive
mantap,5,Positive
apakah bagus,5,Positive
bagus,5,Positive
ok,5,Positive
semoga berhasil dan selalu sekses untuk bermanfaat buat kita semuanya amin ya allah STW,5,Positive
sangat bagus,3,Neutral
apk ini sangat bagus,5,Positive
tolong pulihin akun saya tolong,1,Negative
"gabisa buat story, harus d hapus terus",1,Negative
good,5,Positive
Oke,5,Positive
matahari bersinar lagi,5,Positive
sangat bermanfaat,5,Positive
akun saya sering hilang,2,Negative
cukup baik.. tetapi kadang ada bug nya yang tiba² saya jadi emosi.. tapi its okey boleh tetap bagus aplikasinya,4,Positive
"Parah Banget Aplikasinya, Padahal punya negara sendiri",1,Negative
"bagusss,tp suka lag",4,Positive
"Lagi main mobile legend tiba tiba Instagram kebuka sendiri tanpa di pencet apapun. Alhasil aku mati di turret, bug macam apa ini? mohon perbaiki",1,Negative
Semoga Instagram sukses selalu Aamiin Allahuma Aamiin 🤲,5,Positive
ganti sampul sorotan aja lamaaaa banget ajjjjjj,1,Negative
saat menyenangkan,5,Positive
sangat membantu,5,Positive
aplikasinya bagus kak aku suka 😍🥰😘,5,Positive
Aplikasi ini seruu,5,Positive
bagus ssngat bagus👍👍,5,Positive
b aja,1,Negative
sorotan yg udah 3 bulan menjadi burik👎🏼,1,Negative
this app is really great,5,Positive
yes yes,5,Positive
"AI nya sering eror, suruh nubggu 24 jam padahal lagi butuh",1,Negative
"ohhh namboru hilang pulak fitur catatan pdhl selalu ga ketinggalan update apliksi, hepot y apk ini cpt perbaiki",2,Negative
bagus,5,Positive
instagram ini sanget tidak bagus karna bisa masuk kayak WA,5,Positive
saya suka,5,Positive
"unggah beberapa foto sekaligus,bisa ?",4,Positive
bagus,5,Positive
terlalu sering keblokir,1,Negative
good,5,Positive
sangat seru,5,Positive
"sandi yang saya gunakan sering bermasalah,entah itu karena Instagram yang bermasalah karena tiba tiba dia minta memasukkan sandi dan saat sandi dimasukkan malah, sandi malah tidak di terima",1,Negative
"ko noted yg di atas pesan itu gaada sih, pas 2 hari yg lalu masi ada skrg ko ilang",1,Negative
Kok Instagram saya belum muncul meta AI nya padahal sudah di update berkali kali,3,Neutral
overall bagus cuman fitur note ig yang ada di bagian dm tidak muncul saya merasa sangat terganggu,4,Positive
bagus bgt,5,Positive
FITUR NOTE GUA MANA WOII😡😡😡,1,Negative
gabisa buat akun,1,Negative
membantu,5,Positive
bagus,5,Positive
bagus,5,Positive
gadutt makanya kasih bintang 5,5,Positive
aplikasinya bagus buat up keseharian,5,Positive
"kenapa fitur notes nyaa dihapus si, padahal bagus",1,Negative
mantab deh,5,Positive
restore the previous profile grid model,3,Neutral
bagus,5,Positive
Setiap kali saya mau memposting ig story tdk bisa terkirim padahal sudah update tapi tidak tetap tidak bisa,1,Negative
𝒕𝒐𝒑,5,Positive
terlalu banyak bug ganti sandi Ig aja kesalahan coba lagi gtu aja terus,1,Negative
mantap,5,Positive
Azizi,1,Negative
ok,5,Positive
oke.saya slalu pakai appl ini.,5,Positive
banyak bug,1,Negative
ig masa bikin akun baru G bisa live tidak memenuhi syarat terus,1,Negative
bestt!!,5,Positive
mantap,5,Positive
"Tolong, Pihak Instagram kembalikan akun instagramku yang kau banned, secara tidak langsung akun Threads ku juga kena imbasnya. Aku tidak komentar aneh-aneh kemarin, tiba-tiba di banned paginya, apa jangan-jangan aku terlalu banyak ngasih LIKE ❤️ ke akun2 18+, itu hak privasi saya. Sudah aku ajukan banding tapi belum ada tanda-tandanya balasannya. Tolong kembalikan akun IG & threads saya. Aku sudah DM akun instagram Official.",1,Negative
Keren,5,Positive
"gajelas bgt ni ig,fitur notes tbtb ilang,bikin orang ga mood aja,sesekali developr benerin kek,ga cuma diem doang",1,Negative
bagus,4,Positive
"akun ny suka tiba"" ilang",3,Neutral
"why is there so much disgusting content on my timeline.. the content that I sorted into uncomfortable content to see is scattered on my timeline. this is very uncomfortable, fix it",1,Negative
"fitur uji cobanya hilang coba, gimana mau fyp. trus sering lag mau post tiba tiba gada teks nya. mending gausah sering sering update tapi malah gada perbaikan deh.",1,Negative
jelek,1,Negative
bagus banget sih ini,5,Positive
oke bAik,5,Positive
"bagus si,tp gabisa login ulang",5,Positive
makasih sudah memberikan layanan terbaik Instagram,5,Positive
akun instrgram saya tidak bisa live streming alasan nya akun tidak memenuhi syarat. tolong perbaiki,1,Negative
instagram ini sangat membantu untuk berfoto dan efeknya juga sangat bagus semua Terima kasih saya kasih bintang 5 yahhh soalnya bagus,5,Positive
baguss,5,Positive
😁😁😁😁,2,Negative
Sangat mantap,5,Positive
"medsos yg byk pengetahuan jangkauan luas,dari hiburan, politik,sampai berita² terkini",5,Positive
"knpa cerita saya ga bisa di repost sama orang lain, 😭",1,Negative
terbaik,5,Positive
ok,5,Positive
setiap aku bukak Instagram mau foto pasti ngelek 😞🤧,1,Negative
"pilih aplikasi dana klik ""dana amanah"" cair mudah tanpa masalah, jadikan dana amanah sebagai solusi kebutuhan anda",5,Positive
bagus,5,Positive
Lumayan bisa live,3,Neutral
mantap,5,Positive
"tidak ada filter yang aku cari kalau dulu ada, tapi kenapa jadi gak ada sering ada bug, dan sering kepencet yg aneh²",1,Negative
"tiba tiba ada tulisan ""saya bukan robot"" terus menerus ga berhenti, akun suka keluar keluar sendiri",1,Negative
sangat senang dengan aplikasi Instagram karena memberikan informasi wawasan N info yang sangat bermanfaat untuk kami😊,5,Positive
woi kenapa klo caption nya panjang pasti sudah dibacanya.. selalu terpotong halaman nya.. ada yang namanya seting alignment barangkali programer nya lupa..,1,Negative
nice,5,Positive
baguss,5,Positive
banyak video dan bagus buat di reting,4,Positive
"Ig apa lah inih Gw setiap login ke akun Ig malah ajukan bidang terus padahal ga melakukan apa"" tiba"" ajukan bidang, udh bikin akun sampe 5 baru sehari bikin akun besk nya udh gabisa login lagi malah di suruh ajukan bidang mana lama ajukan nya aplikasi apaan lah inih, dulu ga kaya gini ko sekarang malah gini terus heran gw",1,Negative
Payah. Akun instagram lama saya dibajak orang dan tidak bisa diambil lagi. Admin Instagram tidak mau urus.,1,Negative
balikin fitur catatan nyaaaa,3,Neutral
"istagram sangat mantap di gunakan ,tdak ada kalahnya dari aplikasi lain mantapppppp",5,Positive
bagus,5,Positive
sangat bermanfaat,5,Positive
eror nih ig,3,Neutral
Fitur catatan nya kenapa dihilangkan,1,Negative
memuaskan,5,Positive
